sco_cnty	area_name	area_type	cnty_unit	g_unit	page_number	row_number	occup_level	order_number	suborder_number	occupation	m_tot	m_10_13	m_14	m_15	m_16	m_17	m_18_19	m_20_24	m_25_44	m_45_64	m_65_69	m_70_up	m_age_ns	m_at_home	m_employer	m_employee	m_self	m_other	f_tot	f_10_13	f_14	f_15	f_16	f_17	f_18_19	f_20_24	f_25_44	f_45_64	f_65_69	f_70_up	f_age_ns	f_at_home	f_employer	f_employee	f_self	f_other	rec_num
AYR	TOTAL	County	10145960	10145960	384	326	3	15	4	"258. Soap - Boilers, Makers"	3	0	0	0	0	0	0	1	1	1	0	0	0		1	2	0	0																			2846
AYR	TOTAL	County	10145960	10145960	384	327	3	15	4	259. Manure Manufacture	18	0	0	0	0	0	1	3	10	4	0	0	0		0	13	0	5	2	0	0	0	0	0	0	1	0	0	1	0	0		0	1	0	1	2847
AYR	TOTAL	County	10145960	10145960	384	328	3	15	4	"260. India Rubber, Gutta Percha - Workers"	10	0	1	0	1	1	0	0	5	1	0	1	0		1	9	0	0	6	0	1	2	0	0	1	2	0	0	0	0	0		0	5	0	1	2848
AYR	TOTAL	County	10145960	10145960	384	329	3	15	4	261. Waterproof Goods Makers	13	0	0	1	1	1	0	2	4	3	1	0	0		4	8	1	0	42	0	5	4	3	7	5	6	12	0	0	0	0		0	35	0	7	2849
AYR	TOTAL	County	10145960	10145960	384	330	3	15	4	"262. Glue, Size, Varnish, &c. - Makers"	2	0	0	0	0	0	0	0	1	1	0	0	0		1	1	0	0	5	0	0	0	0	0	0	4	1	0	0	0	0		0	5	0	0	2850
AYR	TOTAL	County	10145960	10145960	384	331	3	15	4	"263. Dealers in Paint, Explosives, Oil, Soap, Resin, &c."	18	0	0	0	0	0	1	2	8	5	1	1	0	1	7	4	4	3	14	0	3	1	1	1	2	1	3	2	0	0	0		1	7	1	5	2851
AYR	TOTAL	County	10145960	10145960	384	334	3	16	1	"264. Furriers, Skinners"	39	0	0	0	0	1	1	6	13	18	0	0	0	1	5	27	3	4	3	0	1	1	0	0	0	0	0	1	0	0	0	1	0	2	0	1	2852
AYR	TOTAL	County	10145960	10145960	384	335	3	16	1	265. Tanners	108	0	0	0	6	2	6	14	46	30	3	1	0		5	97	1	5																			2853
AYR	TOTAL	County	10145960	10145960	384	336	3	16	1	266. Curriers	70	0	0	0	0	2	2	5	29	30	2	0	0		2	63	2	3																			2854
AYR	TOTAL	County	10145960	10145960	384	337	3	16	1	"267. Leather Goods, Portmanteau, Bag, Strap, &c., Makers"	8	0	0	0	0	0	0	0	4	1	1	2	0		4	4	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0		0	2	0	0	2855
AYR	TOTAL	County	10145960	10145960	384	339	3	16	2	"268. Saddlers ; Harness, Whip - Makers"	82	0	1	3	2	2	4	7	33	27	1	2	0	7	17	46	15	4	2	0	0	0	0	0	0	0	2	0	0	0	0		1	0	0	1	2856
AYR	TOTAL	County	10145960	10145960	384	341	3	16	3	"269. Brush, Broom - Makers ; Hair, Bristle - Workers"	3	0	0	0	0	0	0	0	1	2	0	0	0		2	1	0	0																			2857
AYR	TOTAL	County	10145960	10145960	384	342	3	16	3	"270. Quill, Feather - Dressers"	7	0	0	0	0	0	1	1	2	3	0	0	0		2	5	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0		0	1	0	1	2858
AYR	TOTAL	County	10145960	10145960	384	344	3	16	4	"271. Dealers in Skins, Leather, Hair, and Feathers"	9	0	0	0	0	1	0	3	4	0	0	1	0		1	5	3	0																			2859
AYR	TOTAL	County	10145960	10145960	385	347	3	17	1	272. Paper Manufacture	4	0	0	0	0	1	0	1	0	2	0	0	0		0	3	0	1	4	0	0	1	1	0	0	0	2	0	0	0	0		0	2	0	2	2860
AYR	TOTAL	County	10145960	10145960	385	349	3	17	1	274. Stationery Manufacture ; Envelope Makers	7	0	0	0	0	0	0	1	3	2	1	0	0		3	4	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0		0	1	0	2	2861
AYR	TOTAL	County	10145960	10145960	385	350	3	17	1	"275. Paper Bag, Cardboard Box - Makers"	7	0	0	0	1	0	0	0	1	2	1	2	0		1	5	0	1	40	0	6	6	5	3	7	6	5	2	0	0	0		0	38	0	2	2862
AYR	TOTAL	County	10145960	10145960	385	351	3	17	1	"276. Other Workers in Paper, &c."	2	0	0	0	0	0	0	0	1	1	0	0	0		0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0		0	1	0	0	2863
AYR	TOTAL	County	10145960	10145960	385	352	3	17	1	"277. Stationers, Law Stationers ; Dealers in Paper"	43	0	2	1	0	0	2	2	18	16	2	0	0	1	24	10	9	0	107	0	6	4	4	7	15	18	38	13	1	1	0	1	8	73	15	11	2864
AYR	TOTAL	County	10145960	10145960	385	354	3	17	2	278. Printers	276	0	10	12	11	12	20	41	117	49	2	2	0		33	225	4	14	36	0	0	3	3	2	4	15	7	1	1	0	0		2	30	0	4	2865
AYR	TOTAL	County	10145960	10145960	385	355	3	17	2	279. Lithographers ; Copper and Steel Plate Printers	18	0	0	1	0	0	0	1	9	5	2	0	0		4	11	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	1	2866
AYR	TOTAL	County	10145960	10145960	385	356	3	17	2	280. Bookbinders	11	0	0	0	0	0	0	2	3	5	1	0	0		2	8	1	0	12	0	1	0	1	0	2	4	4	0	0	0	0		0	11	0	1	2867
AYR	TOTAL	County	10145960	10145960	385	357	3	17	2	"281. Publishers, Booksellers, Newspaper Publishers"	37	0	0	1	2	2	1	1	11	17	0	2	0		19	10	2	6	37	0	1	5	2	5	3	10	11	0	0	0	0		4	23	0	10	2868
AYR	TOTAL	County	10145960	10145960	385	358	3	17	2	"282. Newspaper Agents, News Room Keepers"	30	0	2	0	0	0	4	0	10	12	2	0	0	1	2	7	17	4	41	0	1	3	1	1	7	12	11	3	2	0	0		5	19	16	1	2869
AYR	TOTAL	County	10145960	10145960	385	361	3	18	1	283. Cotton - Card and Blowing Room Processes	9	1	1	0	1	0	1	1	1	3	0	0	0		0	9	0	0	11	1	1	1	0	0	3	1	2	1	0	1	0		0	10	0	1	2870
AYR	TOTAL	County	10145960	10145960	385	362	3	18	1	284. Cotton - Spinning Processes	26	0	6	3	0	0	1	4	4	5	2	1	0		0	24	1	1	97	1	11	16	8	11	21	18	7	4	0	0	0		0	88	0	9	2871
AYR	TOTAL	County	10145960	10145960	385	363	3	18	1	"285. Cotton - Winding, Warping, &c., Processes"	8	0	0	1	1	1	1	1	1	2	0	0	0		0	8	0	0	61	0	5	3	3	3	6	17	19	4	0	1	0		0	57	0	4	2872
AYR	TOTAL	County	10145960	10145960	385	364	3	18	1	286. Cotton - Weaving Processes	66	0	3	2	3	2	4	5	19	17	5	6	0	3	3	56	3	4	343	0	8	20	29	31	54	72	92	32	5	0	0	1	0	329	1	13	2873
AYR	TOTAL	County	10145960	10145960	385	365	3	18	1	287. Cotton - Workers in other and in undefined Processes	60	1	2	3	1	3	7	3	14	21	5	0	0		7	51	0	2	65	0	9	6	7	7	8	10	12	5	1	0	0	1	0	57	0	8	2874
AYR	TOTAL	County	10145960	10145960	385	367	3	18	2	288. Wool - Sorting Processes	39	1	7	0	3	0	4	5	8	8	3	0	0		0	37	0	2	47	0	2	7	4	2	10	12	7	3	0	0	0		0	38	1	8	2875
AYR	TOTAL	County	10145960	10145960	385	368	3	18	2	289. Wool - Carding and Combing Processes	30	2	0	0	2	0	1	6	9	9	1	0	0		0	28	0	2	65	0	3	4	2	6	8	11	19	12	0	0	0		0	59	0	6	2876
AYR	TOTAL	County	10145960	10145960	385	369	3	18	2	290. Wool and Worsted - Spinning Processes	199	8	23	24	12	8	18	20	48	33	4	1	0	1	15	168	0	16	682	10	48	69	76	77	116	146	116	17	2	5	0		0	604	0	78	2877
AYR	TOTAL	County	10145960	10145960	385	370	3	18	2	291. Wool and Worsted - Weaving Processes	145	1	10	9	6	11	16	17	36	26	8	5	0		9	124	3	9	453	3	26	34	32	49	67	102	103	35	2	0	0	1	0	400	4	49	2878
AYR	TOTAL	County	10145960	10145960	385	371	3	18	2	292. Wool and Worsted - Workers in other and in undefined Processes	94	2	6	6	1	5	9	11	28	24	1	1	0		12	76	0	6	252	1	20	34	27	32	35	58	41	4	0	0	0		0	190	0	62	2879
AYR	TOTAL	County	10145960	10145960	385	373	3	18	3	293. Silk - Spinning Processes																			1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	2880
AYR	TOTAL	County	10145960	10145960	385	374	3	18	3	294. Silk - Weaving Processes	1	0	0	0	0	0	0	0	0	0	0	1	0		0	1	0	0	6	0	0	0	0	0	0	1	2	1	1	1	0	2	0	5	1	0	2881
AYR	TOTAL	County	10145960	10145960	385	375	3	18	3	295. Silk - Workers in other and in undefined Processes	14	0	2	0	2	0	1	2	2	4	0	1	0		0	13	0	1	21	2	3	1	4	2	1	3	1	1	1	2	0	1	0	19	1	1	2882
AYR	TOTAL	County	10145960	10145960	385	377	3	18	4	"296. Flax, Linen - Manufacture"	124	2	13	9	7	5	8	12	42	25	1	0	0		2	99	1	22	212	3	21	18	10	15	34	42	49	17	2	1	0		0	176	1	35	2883
AYR	TOTAL	County	10145960	10145960	385	378	3	18	4	"297. Hemp, Jute - Manufacture"	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	5	0	0	1	0	1	0	1	1	0	1	0	0	1	0	4	0	1	2884
AYR	TOTAL	County	10145960	10145960	385	379	3	18	4	298. Cocoa Fibre Manufacture ; Mat Makers																			1	0	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0	2885
AYR	TOTAL	County	10145960	10145960	385	380	3	18	4	"299. Rope, Twine, Cord - Makers"	61	1	3	5	8	3	3	3	17	16	0	2	0		5	50	1	5	50	0	7	3	2	5	13	9	11	0	0	0	0		0	50	0	0	2886
AYR	TOTAL	County	10145960	10145960	385	381	3	18	4	"300. Canvas, Sailcloth, Sacking, Net, &c. - Manufacture"	95	0	1	0	1	2	9	19	32	23	7	1	0	3	12	74	4	5	402	1	26	27	24	27	52	105	104	31	4	1	0	16	0	349	0	53	2887
AYR	TOTAL	County	10145960	10145960	385	383	3	18	5	301. Thread Manufacture	300	2	33	20	16	16	23	31	90	62	6	1	0		4	253	1	42	516	7	48	34	42	52	65	102	116	47	3	0	0		0	419	0	97	2888
AYR	TOTAL	County	10145960	10145960	385	384	3	18	5	302. Hosiery Manufacture	107	4	2	1	6	2	4	17	45	20	5	1	0		27	70	2	8	1115	10	88	107	93	93	172	253	255	37	4	3	0	14	3	1041	18	53	2889
AYR	TOTAL	County	10145960	10145960	385	385	3	18	5	303. Lace Manufacture	1820	10	69	80	81	81	147	267	680	351	35	19	0	6	78	1704	12	26	2214	15	154	160	155	174	364	588	515	80	6	3	0	10	2	2117	1	94	2890
AYR	TOTAL	County	10145960	10145960	385	386	3	18	5	"304. Carpet, Rug, Felt - Manufacture"	248	0	4	13	3	15	16	28	95	64	4	6	0	2	9	206	1	32	510	1	20	36	45	49	84	161	105	8	1	0	0		0	430	1	79	2891
AYR	TOTAL	County	10145960	10145960	385	387	3	18	5	"305. Smallware, Fancy Goods (Textile), &c. - Manufacture"	5	0	0	0	0	0	0	1	3	1	0	0	0		3	1	1	0	26	0	0	0	1	0	2	4	2	7	3	7	0	6	0	12	13	1	2892
AYR	TOTAL	County	10145960	10145960	385	388	3	18	5	306. Weavers and Workers in Sundry and in undefined Fabrics ; Factory Hands (Textile) undefined	58	1	5	0	1	2	1	5	15	14	5	9	0	11	6	39	9	4	158	0	8	11	12	13	21	31	42	17	2	1	0	6	0	114	1	43	2893
AYR	TOTAL	County	10145960	10145960	385	390	3	18	6	307. Textile Bleachers	140	2	9	7	6	11	10	15	47	31	2	0	0		2	133	0	5	76	0	4	7	10	7	19	19	8	1	1	0	0		0	73	0	3	2894
AYR	TOTAL	County	10145960	10145960	385	391	3	18	6	308. Textile Printers	31	1	5	4	1	2	1	3	7	2	3	2	0		0	31	0	0	26	1	2	5	3	3	1	4	6	0	1	0	0		0	23	0	3	2895
AYR	TOTAL	County	10145960	10145960	385	392	3	18	6	309. Textile Dyers	64	0	0	3	3	3	8	13	24	10	0	0	0		4	54	1	5	6	0	0	0	0	1	3	0	1	1	0	0	0		0	3	0	3	2896
AYR	TOTAL	County	10145960	10145960	385	393	3	18	6	"310. Textile - Calenderers, Finishers, &c."	38	0	0	1	1	1	1	3	20	9	1	1	0		1	36	0	1	20	0	2	2	0	1	6	4	5	0	0	0	0		0	18	0	2	2897
AYR	TOTAL	County	10145960	10145960	385	395	3	18	7	"311. Drapers, Linen Drapers, Mercers"	567	0	3	18	28	24	38	60	233	135	21	7	0	20	154	257	104	52	529	0	9	32	32	27	59	148	157	52	9	4	0	22	32	346	95	56	2898
AYR	TOTAL	County	10145960	10145960	385	396	3	18	7	312. Other Dealers in Textile Fabrics	29	0	0	0	1	0	1	2	12	12	1	0	0	1	12	8	6	3	21	0	0	1	1	1	4	4	7	2	0	1	0		4	12	2	3	2899
AYR	TOTAL	County	10145960	10145960	386	400	3	19	1	314. Other Hat Manufacture ; Cap Manufacture	21	0	0	0	0	0	0	3	4	11	2	1	0		8	13	0	0	40	0	1	0	1	1	2	9	17	6	2	1	0	4	1	35	3	1	2900
AYR	TOTAL	County	10145960	10145960	386	401	3	19	1	315. Milliners	25	0	0	0	1	0	0	1	9	11	3	0	0		6	18	0	1	386	0	10	21	15	23	46	104	123	39	3	2	0	39	30	271	66	19	2901
AYR	TOTAL	County	10145960	10145960	386	402	3	19	1	"316. Hat, Bonnet, Straw Plait, &c. - Dealers"	25	0	1	1	1	1	2	2	8	8	1	0	0		12	6	2	5	22	0	0	0	1	1	6	4	7	2	1	0	0		1	12	1	8	2902
AYR	TOTAL	County	10145960	10145960	386	403	3	19	1	317. Tailors	957	0	12	16	19	16	46	86	463	259	20	20	0	98	160	640	118	39	532	0	12	28	44	39	84	171	142	9	3	0	0	25	4	462	18	48	2903
AYR	TOTAL	County	10145960	10145960	386	404	3	19	1	"318. Clothiers, Outfitters - Dealers"	44	0	0	0	2	1	0	6	22	12	0	1	0		21	18	4	1	23	0	0	0	4	1	1	3	8	6	0	0	0		4	13	6	0	2904
AYR	TOTAL	County	10145960	10145960	386	405	3	19	1	319. Dressmakers	4	0	0	0	0	1	0	1	2	0	0	0	0	1	1	2	1	0	2041	0	59	82	97	87	208	422	783	251	19	33	0	714	80	1086	780	95	2905
AYR	TOTAL	County	10145960	10145960	386	406	3	19	1	"320. Stay, Corset - Makers"	1	0	0	0	0	0	0	0	0	0	0	1	0		0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	2906
AYR	TOTAL	County	10145960	10145960	386	407	3	19	1	321. Shirt Makers ; Seamstresses	13	1	0	0	0	0	0	1	5	3	1	2	0	1	8	5	0	0	250	0	11	12	9	14	24	33	48	49	17	33	0	82	7	148	80	15	2907
AYR	TOTAL	County	10145960	10145960	386	408	3	19	1	322. Button Makers																			1	1	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	2908
AYR	TOTAL	County	10145960	10145960	386	409	3	19	1	323. Glove Makers	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0	6	0	3	2	0	0	0	0	1	0	0	0	0		0	3	0	3	2909
AYR	TOTAL	County	10145960	10145960	386	410	3	19	1	"324. Hosiers, Haberdashers"	8	0	0	0	0	0	0	0	6	2	0	0	0		3	4	1	0	19	0	0	0	3	2	3	2	7	1	1	0	0		2	11	3	3	2910
AYR	TOTAL	County	10145960	10145960	386	411	3	19	1	"325. Boot, Shoe - Makers"	1563	2	29	68	42	46	66	153	658	408	51	40	0	116	89	1140	222	112	499	2	38	49	49	48	84	127	89	11	2	0	0	1	1	457	0	41	2911
AYR	TOTAL	County	10145960	10145960	386	413	3	19	1	"327. Patten, Clog - Makers"	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0																			2912
AYR	TOTAL	County	10145960	10145960	386	414	3	19	1	"328. Boot, Shoe, Patten, Clog - Dealers"	91	0	1	4	0	1	2	7	42	26	7	1	0	1	22	38	24	7	144	0	6	9	13	11	18	39	37	8	3	0	0	2	5	111	11	17	2913
AYR	TOTAL	County	10145960	10145960	386	415	3	19	1	329. Wig Makers ; Hairdressers	231	2	9	7	12	13	22	47	93	23	2	1	0	7	55	110	53	13	17	0	0	0	2	1	3	3	5	3	0	0	0		1	13	3	0	2914
AYR	TOTAL	County	10145960	10145960	386	416	3	19	1	"330. Umbrella, Parasol, Stick - Makers"	6	0	0	0	0	0	0	0	2	2	1	1	0	1	0	1	5	0	2	0	0	0	1	0	0	1	0	0	0	0	0		0	2	0	0	2915
AYR	TOTAL	County	10145960	10145960	386	417	3	19	1	331. Other Workers in Dress	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	1	0																			2916
AYR	TOTAL	County	10145960	10145960	386	418	3	19	1	332. Other Dealers in Dress	4	0	0	0	0	0	0	0	0	3	0	1	0		0	0	3	1	6	0	0	0	0	0	0	1	4	1	0	0	0	1	1	2	2	1	2917
AYR	TOTAL	County	10145960	10145960	386	421	3	20	1	333. Creamery Workers	23	0	0	1	0	0	1	3	14	3	1	0	0		1	21	0	1	6	0	0	0	0	0	0	3	3	0	0	0	0		0	5	0	1	2918
AYR	TOTAL	County	10145960	10145960	386	422	3	20	1	"334. Milksellers, Dairymen"	112	0	2	3	1	1	6	14	43	36	2	4	0	11	19	37	44	12	137	0	5	4	10	7	15	31	40	20	3	2	0	7	6	79	25	27	2919
AYR	TOTAL	County	10145960	10145960	386	423	3	20	1	335. Provision Curers	110	1	0	1	7	3	8	14	44	28	2	2	0	3	16	88	2	4	1	0	0	0	1	0	0	0	0	0	0	0	0		0	1	0	0	2920
AYR	TOTAL	County	10145960	10145960	386	424	3	20	1	"336. Cheesemongers, Buttermen, Provision Dealers"	74	0	0	0	1	1	3	10	30	23	4	2	0	1	26	28	14	6	27	0	1	2	0	4	4	3	8	4	0	1	0		4	12	9	2	2921
AYR	TOTAL	County	10145960	10145960	386	425	3	20	1	"337. Slaughterers, Slaughter House Workers"	23	0	0	0	1	0	2	1	8	8	1	2	0		1	20	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0		1	1	0	0	2922
AYR	TOTAL	County	10145960	10145960	386	426	3	20	1	"338. Butchers, Meat Salesmen"	658	0	16	33	39	33	50	113	275	83	13	3	0	6	120	432	67	39	56	0	0	4	6	1	5	12	17	9	1	1	0	1	7	35	6	8	2923
AYR	TOTAL	County	10145960	10145960	386	427	3	20	1	339. Fish Curers	7	0	0	1	0	0	0	0	5	1	0	0	0		0	6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	1	2924
AYR	TOTAL	County	10145960	10145960	386	428	3	20	1	"340. Fishmongers, Poulterers, Game Dealers"	190	0	3	3	7	3	16	28	77	44	5	4	0	3	31	78	65	16	62	0	4	3	4	5	5	13	17	6	3	2	0	1	2	45	9	6	2925
AYR	TOTAL	County	10145960	10145960	386	429	3	20	1	341. Millers ; Cereal Food Manufacture	139	1	1	3	3	2	5	11	64	40	5	4	0	4	24	92	15	8	8	0	0	0	0	2	1	4	1	0	0	0	0		0	5	0	3	2926
AYR	TOTAL	County	10145960	10145960	386	430	3	20	1	"342. Corn, Flour, Seed - Merchants, Dealers"	124	0	1	0	1	2	5	2	60	38	6	9	0		55	51	8	10	1	0	0	0	0	0	0	0	1	0	0	0	0		1	0	0	0	2927
AYR	TOTAL	County	10145960	10145960	386	431	3	20	1	"343. Bread, Biscuit, Cake, &c. - Makers"	984	1	19	35	48	46	88	161	379	166	34	7	0	7	77	837	11	59	77	0	2	3	0	5	8	18	31	9	1	0	0	4	8	51	8	10	2928
AYR	TOTAL	County	10145960	10145960	386	432	3	20	1	"344. Bakers, Confectioners - Dealers"	255	0	3	5	10	9	23	30	114	50	6	5	0	22	93	103	41	18	392	0	3	18	11	13	36	80	147	65	10	9	0	16	25	186	123	58	2929
AYR	TOTAL	County	10145960	10145960	386	433	3	20	1	345. Sugar Refiners	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	5	0	0	0	0	0	1	3	0	1	0	0	0		0	4	0	1	2930
AYR	TOTAL	County	10145960	10145960	386	434	3	20	1	"346. Jam, Preserve, Sweet - Makers"	42	0	0	0	2	2	2	7	22	7	0	0	0		13	24	3	2	54	1	2	0	3	0	6	8	12	15	3	4	0	6	0	29	24	1	2931
AYR	TOTAL	County	10145960	10145960	386	436	3	20	1	"348. Grocers ; Tea, Coffee, Chocolate - Dealers"	1287	1	57	67	79	75	121	223	420	202	24	18	0	25	208	807	154	118	560	0	12	17	15	23	42	123	177	103	23	25	0	40	51	293	153	63	2932
AYR	TOTAL	County	10145960	10145960	386	437	3	20	1	"349. Greengrocers, Fruiterers"	162	0	2	2	1	3	7	16	75	49	6	1	0	6	36	39	72	15	171	0	4	9	6	8	16	34	63	23	5	3	0	5	17	81	49	24	2933
AYR	TOTAL	County	10145960	10145960	386	438	3	20	1	"350. Aerated Water, Mineral Water - Manufacture"	54	0	1	1	0	4	2	7	22	14	1	2	0		11	35	3	5	20	0	0	1	1	1	3	6	4	3	1	0	0		1	15	1	3	2934
AYR	TOTAL	County	10145960	10145960	386	439	3	20	1	"351. Mustard, Vinegar, Spice, Pickle, &c. - Makers"	11	0	1	0	0	1	1	2	3	2	1	0	0		2	8	1	0																			2935
AYR	TOTAL	County	10145960	10145960	386	440	3	20	1	352. Other Dealers in Food	2	0	0	0	0	0	0	0	2	0	0	0	0		1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	1	2936
AYR	TOTAL	County	10145960	10145960	386	442	3	20	2	353. Tobacco Manufacture	5	0	0	0	0	0	0	0	2	3	0	0	0		2	3	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0		1	0	0	1	2937
AYR	TOTAL	County	10145960	10145960	386	443	3	20	2	354. Tobacconists	33	0	0	0	0	0	2	2	15	11	2	1	0		12	6	13	2	43	0	1	2	2	1	6	10	16	4	0	1	0	1	4	24	9	6	2938
AYR	TOTAL	County	10145960	10145960	386	445	3	20	3	355. Maltsters	2	0	0	0	0	0	0	1	1	0	0	0	0		0	2	0	0																			2939
AYR	TOTAL	County	10145960	10145960	386	446	3	20	3	356. Brewers	19	0	0	0	0	0	1	2	6	6	3	1	0		4	13	0	2	5	0	0	0	0	1	1	2	1	0	0	0	0		0	5	0	0	2940
AYR	TOTAL	County	10145960	10145960	386	447	3	20	3	357. Distillers ; Spirit Manufacture	23	0	0	0	1	0	1	1	14	5	1	0	0		3	13	1	6	14	0	0	0	0	0	2	6	4	1	1	0	0		0	12	0	2	2941
AYR	TOTAL	County	10145960	10145960	387	449	3	20	4	"358. Coffee House, Eating House - Keepers"	30	0	0	0	1	0	0	2	19	7	0	1	0	1	11	6	10	3	22	0	0	0	1	0	1	3	7	9	1	0	0	1	5	5	7	5	2942
AYR	TOTAL	County	10145960	10145960	387	450	3	20	4	"359. Lodging House, Boarding House - Keepers"	12	0	0	0	0	0	0	0	3	6	0	3	0		3	2	3	4	62	0	0	0	0	1	0	0	16	31	8	6	0	3	1	2	31	28	2943
AYR	TOTAL	County	10145960	10145960	387	451	3	20	4	"360. Inn, Hotel - Keepers ; Publicans, Beersellers ; Wine and Spirit - Merchants, Agents"	430	0	0	0	2	0	1	9	216	165	23	14	0	21	154	73	163	40	143	0	0	0	0	0	2	4	46	59	15	17	0	8	44	17	50	32	2944
AYR	TOTAL	County	10145960	10145960	387	452	3	20	4	"361. Beer Bottlers, Cellarmen"	15	0	0	0	0	1	0	0	11	2	1	0	0		0	15	0	0	24	0	0	0	0	0	1	6	15	2	0	0	0		0	20	0	4	2945
AYR	TOTAL	County	10145960	10145960	387	453	3	20	4	362. Barmen	170	0	1	1	6	4	12	40	88	16	2	0	0		1	145	4	20	74	0	0	1	1	3	12	21	31	4	0	1	0		1	59	1	13	2946
AYR	TOTAL	County	10145960	10145960	387	454	3	20	4	"363. Waiters (not Domestic) ; others in Inn, Hotel, Eating House - Service"	70	1	1	0	3	2	5	13	33	10	1	1	0		2	48	1	19	134	0	3	7	6	6	16	39	53	3	1	0	0		2	89	0	43	2947
AYR	TOTAL	County	10145960	10145960	387	457	3	21	1	364. Gas Works Service	230	0	0	0	1	1	4	14	109	89	6	6	0		2	198	1	29																			2948
AYR	TOTAL	County	10145960	10145960	387	458	3	21	1	365. Waterworks Service	95	0	0	1	2	1	0	1	44	39	5	2	0		0	87	0	8																			2949
AYR	TOTAL	County	10145960	10145960	387	459	3	21	1	366. Electricity Supply	27	0	0	0	0	0	1	0	18	7	0	1	0		0	23	0	4																			2950
AYR	TOTAL	County	10145960	10145960	387	461	3	21	2	367. Drainage and Sanitary Service	44	0	1	2	0	1	1	4	18	16	0	1	0		4	28	7	5	2	0	0	0	0	0	0	0	2	0	0	0	0		0	0	1	1	2951
AYR	TOTAL	County	10145960	10145960	387	462	3	21	2	368. Scavenging and Disposal of Refuse	46	0	0	0	1	0	0	2	19	15	5	4	0		1	38	1	6																			2952
AYR	TOTAL	County	10145960	10145960	387	465	3	22	1	"369. Circular, Envelope - Addressers, &c."	1	0	0	0	1	0	0	0	0	0	0	0	0		0	1	0	0																			2953
AYR	TOTAL	County	10145960	10145960	387	466	3	22	1	"370. Advertising, Billposting - Agents"	12	0	0	0	0	0	0	1	9	2	0	0	0		1	10	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2954
AYR	TOTAL	County	10145960	10145960	387	467	3	22	1	371. Billposters	16	0	0	0	0	1	0	1	7	5	2	0	0		1	11	4	0																			2955
AYR	TOTAL	County	10145960	10145960	387	468	3	22	1	"372. Sandwichmen, Bill Distributors"	3	0	0	0	0	0	0	0	2	0	0	1	0		0	2	0	1																			2956
AYR	TOTAL	County	10145960	10145960	387	470	3	22	2	"373. Cattle, Sheep, Pig - Dealers, Salesmen"	24	0	0	1	0	0	1	0	13	7	0	2	0		6	8	8	2																			2957
AYR	TOTAL	County	10145960	10145960	387	471	3	22	2	374. Drovers	18	0	0	0	0	0	3	2	10	2	1	0	0		0	18	0	0																			2958
AYR	TOTAL	County	10145960	10145960	387	472	3	22	2	"375. Dog, Bird, Animal - Keepers, Dealers"	7	0	0	0	0	0	0	0	4	3	0	0	0	3	1	3	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0		0	1	1	0	2959
AYR	TOTAL	County	10145960	10145960	387	476	3	22	3	"378. Tobacco Pipe, Snuff-box, &c. - Makers"	13	0	0	0	2	1	1	2	4	3	0	0	0		2	9	1	1	3	0	0	0	0	1	1	1	0	0	0	0	0		0	1	0	2	2960
AYR	TOTAL	County	10145960	10145960	387	477	3	22	3	"379. Bone, Horn, Ivory, Tortoiseshell - Workers"	2	0	0	0	0	0	1	0	0	1	0	0	0		0	2	0	0																			2961
AYR	TOTAL	County	10145960	10145960	387	478	3	22	3	"380. Floor Cloth, Oil Cloth - Manufacture"	42	0	0	2	1	1	0	3	26	9	0	0	0		0	40	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	2962
AYR	TOTAL	County	10145960	10145960	387	479	3	22	3	381. Japanners	3	0	0	0	0	0	0	1	2	0	0	0	0		0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2963
AYR	TOTAL	County	10145960	10145960	387	480	3	22	3	382. Chimney Sweeps	15	0	0	0	0	0	0	0	5	7	2	1	0		2	4	7	2																			2964
AYR	TOTAL	County	10145960	10145960	387	481	3	22	3	"383. Rag - Gatherers, Dealers"	14	0	0	0	1	0	1	2	6	4	0	0	0		4	2	6	2	11	0	0	0	0	0	0	2	7	2	0	0	0	1	0	5	1	5	2965
